"data.creators","data.name","data.share","data.symbol","data.uri","data.verified","is_mutable","mint","primary_sale_happened","update_authority","explorer_url","metaResult.name","metaResult.symbol","metaResult.description","metaResult.seller_fee_basis_points","metaResult.external_url","metaResult.attributes","metaResult.collection.name","metaResult.collection.family","metaResult.properties.files","metaResult.properties.category","metaResult.properties.maxSupply","metaResult.properties.creators","metaResult.image"
"[""8iwkSPrV7CfwxJAw7FFHESyg5Av2hF7MTn6BAyGcwJwW"",""5vEyraHzZCP5yM5SMv4r1n8MGsSQeP5Mh1o6TXoWAvfk""]","CyberTroll #00684","[80,20]","CTROLL","https://arweave.net/69BGxTg2MKBlIxmSdTQNv8AaTEfLdi7cCunG4X6QJBM","[1,0]",true,"DmzSUQe7uWC7S8egU6E4unNcAdQ65tNRrVJ4NyiUgadS",false,"8iwkSPrV7CfwxJAw7FFHESyg5Av2hF7MTn6BAyGcwJwW","https://explorer.solana.com/address/DmzSUQe7uWC7S8egU6E4unNcAdQ65tNRrVJ4NyiUgadS","Culxels the Insouciant","CTROLL","CyberTroll 684 of 10000",500,"https://cybertrolls.online","[{""trait_type"":""Background"",""value"":""Gradient Purple""},{""trait_type"":""Body"",""value"":""Normal open hands""},{""trait_type"":""Clothes"",""value"":""Jeans""},{""trait_type"":""Ear Accessory"",""value"":""Earring right""},{""trait_type"":""Eyes"",""value"":""Normal""},{""trait_type"":""Generation"",""value"":""Generation 1""},{""trait_type"":""Hair"",""value"":""Green""},{""trait_type"":""Mouth"",""value"":""Normal""},{""trait_type"":""Mouth Accessory"",""value"":""None""},{""trait_type"":""Name"",""value"":""Culxels the Insouciant""},{""trait_type"":""Personality"",""value"":""Insouciant""},{""trait_type"":""Rarity"",""value"":""Common""}]",,,"[{""uri"":""https://arweave.net/YzbJ8oXzhIWEZshRQihF2JO629NRxI92iLH_Q7mcnBo?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""8iwkSPrV7CfwxJAw7FFHESyg5Av2hF7MTn6BAyGcwJwW"",""verified"":true,""share"":80},{""address"":""5vEyraHzZCP5yM5SMv4r1n8MGsSQeP5Mh1o6TXoWAvfk"",""verified"":false,""share"":20}]","https://arweave.net/YzbJ8oXzhIWEZshRQihF2JO629NRxI92iLH_Q7mcnBo"
"[""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk""]","Crypto Cub #2591","[20,40,20,20]","","https://arweave.net/0GcZU8anG1zUHqosSxGyRWjcUCNZePKEhspscfc_ii4","[0,1,0,0]",true,"2oMRFZFjtkn1W3PDfPa4gGji4WtXpW5QosmpQfD9uBm3",true,"E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW","https://explorer.solana.com/address/2oMRFZFjtkn1W3PDfPa4gGji4WtXpW5QosmpQfD9uBm3","Crypto Cub #2591","","A Cute Cub",750,"","[{""trait_type"":""background"",""value"":""superb""},{""trait_type"":""skin"",""value"":""dalmation""},{""trait_type"":""clothes"",""value"":""wrestling belt""},{""trait_type"":""mouth"",""value"":""pipe""},{""trait_type"":""eyes"",""value"":""eyes emoji""},{""trait_type"":""hat"",""value"":""homer""}]",,,"[{""uri"":""https://www.arweave.net/aJ3I4lLsrs2Zv8UJpVjrkoDZlncjHDztkn-oxzgedt0?ext=png"",""type"":""image/png""}]",,,"[{""address"":""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""verified"":false,""share"":20},{""address"":""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""verified"":true,""share"":40},{""address"":""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""verified"":false,""share"":20},{""address"":""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk"",""verified"":false,""share"":20}]","https://www.arweave.net/aJ3I4lLsrs2Zv8UJpVjrkoDZlncjHDztkn-oxzgedt0?ext=png"
"[""8iwkSPrV7CfwxJAw7FFHESyg5Av2hF7MTn6BAyGcwJwW"",""5vEyraHzZCP5yM5SMv4r1n8MGsSQeP5Mh1o6TXoWAvfk"",""EdUK2ijRsAotd33aHFoLAtdSFfe6KxQnwC81Up37WFfj""]","CyberTroll #04071","[60,20,20]","CTROLL","https://arweave.net/PVyQ5HWqCS5l2hTK655B-3pk2MakG4khQTHthXONKjY","[1,0,0]",true,"9KoFH2hu9NB2gFThZn62UtiKJFfrXGG57PKS5YXnEjSt",false,"8iwkSPrV7CfwxJAw7FFHESyg5Av2hF7MTn6BAyGcwJwW","https://explorer.solana.com/address/9KoFH2hu9NB2gFThZn62UtiKJFfrXGG57PKS5YXnEjSt","Gandrid the Political","CTROLL","CyberTroll 4071 of 10000",500,"https://cybertrolls.online","[{""trait_type"":""Background"",""value"":""Desert""},{""trait_type"":""Body"",""value"":""Normal open hands""},{""trait_type"":""Clothes"",""value"":""Tie""},{""trait_type"":""Ear Accessory"",""value"":""Earring right""},{""trait_type"":""Eyes"",""value"":""Terminator""},{""trait_type"":""Generation"",""value"":""Generation 1""},{""trait_type"":""Hair"",""value"":""Lightblue""},{""trait_type"":""Mouth"",""value"":""Laugh""},{""trait_type"":""Mouth Accessory"",""value"":""None""},{""trait_type"":""Name"",""value"":""Gandrid the Political""},{""trait_type"":""Personality"",""value"":""Political""},{""trait_type"":""Rarity"",""value"":""Rare""}]",,,"[{""uri"":""https://arweave.net/O_XGiC8zjzB6APfhqmxdeFvmsvTGqrA76tbQslIwu5k?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""8iwkSPrV7CfwxJAw7FFHESyg5Av2hF7MTn6BAyGcwJwW"",""verified"":true,""share"":60},{""address"":""5vEyraHzZCP5yM5SMv4r1n8MGsSQeP5Mh1o6TXoWAvfk"",""verified"":false,""share"":20},{""address"":""EdUK2ijRsAotd33aHFoLAtdSFfe6KxQnwC81Up37WFfj"",""verified"":false,""share"":20}]","https://arweave.net/O_XGiC8zjzB6APfhqmxdeFvmsvTGqrA76tbQslIwu5k"
"[""EkdRk5DcepUknue16g2bxd5FEcL4CpeeCqgcj2Xh98sX"",""82UrZrAYbRdHbGXSutsWrBSL6sNSXVS3DtgHfnTGs1bu"",""JM4KXKpHzUk4KziUGBBCnnKFeLzLiaJyttTGRuF9Pn9"",""En5opU25LPm6GrHWLa3osBuPTSg3QyUg5EM1RR9sgfLn""]","Cyber Samurai #28","[0,40,55,5]","CSAMURAI","https://arweave.net/r9zO1CKGyU3SlEFo0g_3xblkC0dpD3qUw8i5TMFDO7U","[1,0,1,0]",true,"8RWTLkFNeFajZUeQYMHQrLPCeq81ecix9nPULe1vczrE",true,"JM4KXKpHzUk4KziUGBBCnnKFeLzLiaJyttTGRuF9Pn9","https://explorer.solana.com/address/8RWTLkFNeFajZUeQYMHQrLPCeq81ecix9nPULe1vczrE","Cyber Samurai #28","CSAMURAI","The Cyber Samurai have a mission to protect Degens from Rug Pulls and bring harmony to the Metaverse.",500,"https://cybersamurai.co","[{""trait_type"":""Background"",""value"":""Yellow""},{""trait_type"":""Base"",""value"":""Human-Dark""},{""trait_type"":""Hair"",""value"":""Pony Tail Black""},{""trait_type"":""Eyes"",""value"":""Diamond Shades""},{""trait_type"":""Mouth"",""value"":""Pearly Whites""},{""trait_type"":""Outfit"",""value"":""Samurai Armour""},{""trait_type"":""Weapons"",""value"":""Katana | Empty""}]","Cyber Samurai Genesis Collection","Cyber Samurai","[{""uri"":""https://www.arweave.net/X2NX6aIYl3QqWczkaBI90DUJMZMAkESfshTsH9bRKCA?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""82UrZrAYbRdHbGXSutsWrBSL6sNSXVS3DtgHfnTGs1bu"",""share"":40},{""address"":""JM4KXKpHzUk4KziUGBBCnnKFeLzLiaJyttTGRuF9Pn9"",""share"":55},{""address"":""En5opU25LPm6GrHWLa3osBuPTSg3QyUg5EM1RR9sgfLn"",""share"":5}]","https://www.arweave.net/X2NX6aIYl3QqWczkaBI90DUJMZMAkESfshTsH9bRKCA?ext=png"
"[""8H65txacY9uvzzbrhY1gpVxkRLX8rweqqe6FQPnTv8JW"",""F1AffMsy5SfrkDkFkup3F8TpUv8GHa9MnovCHzopjZzm"",""BnRLyz8RfULs4phucV9EzmDNkMNg96D5yQtg7cZ9BBZo""]","Scene #0366 | Timeline #7","[0,100,0]","Infinity","https://arweave.net/iO-IekvdBTepIZ3KmAmAtd0CKpqAl7T_mgXZ0aakC_k","[1,0,0]",true,"DdUa4rr1uGCgFaha98eCHY4crhwjhKRBYyq5Wi9e5SMg",true,"BnRLyz8RfULs4phucV9EzmDNkMNg96D5yQtg7cZ9BBZo","https://explorer.solana.com/address/DdUa4rr1uGCgFaha98eCHY4crhwjhKRBYyq5Wi9e5SMg","Scene #0366 | Timeline #7","Infinity","Scene #0366 | Timeline #7 from ""Scenes from the Solverse"" Collection by Infinity Labs NFT",500,"https://infinitylabsnft.com/","[{""trait_type"":""timeline"",""value"":""7""},{""trait_type"":""timelines merged"",""value"":0},{""trait_type"":""lore"",""value"":""""}]","Scenes of the Solverse","Infinity Labs NFT","[{""uri"":""https://www.arweave.net/-M_NfDTAFe8X3si9MNQoz-x-m_37jCoa5pRVUekETj4?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""bpH6cdwxUBuCDmVadq5PGLs4GRmWjwXFanyr37enajJ"",""share"":""100""}]","https://www.arweave.net/-M_NfDTAFe8X3si9MNQoz-x-m_37jCoa5pRVUekETj4?ext=png"
"[""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk""]","Crypto Cub #7001","[20,40,20,20]","","https://arweave.net/ThKWet4dioE4-uPUyxc9ZI9ql-34-ORgWJKftsBFImg","[0,1,0,0]",true,"2rFUtjSNVyzaNcRpeHUK2CgX6y9Jm5M2VHXwUZ322wTq",true,"E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW","https://explorer.solana.com/address/2rFUtjSNVyzaNcRpeHUK2CgX6y9Jm5M2VHXwUZ322wTq","Crypto Cub #7001","","A Cute Cub",750,"","[{""trait_type"":""background"",""value"":""epic""},{""trait_type"":""skin"",""value"":""cow""},{""trait_type"":""clothes"",""value"":""baja""},{""trait_type"":""mouth"",""value"":""smile""},{""trait_type"":""eyes"",""value"":""3D glasses""},{""trait_type"":""hat"",""value"":""purple beanie""}]",,,"[{""uri"":""https://www.arweave.net/77HRQ8zKNnFMzTLmud1Fk4yEHgsFUwH30CKPG2m205o?ext=png"",""type"":""image/png""}]",,,"[{""address"":""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""verified"":false,""share"":20},{""address"":""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""verified"":true,""share"":40},{""address"":""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""verified"":false,""share"":20},{""address"":""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk"",""verified"":false,""share"":20}]","https://www.arweave.net/77HRQ8zKNnFMzTLmud1Fk4yEHgsFUwH30CKPG2m205o?ext=png"
"[""DnP3GRVqtR9vjxMZH4PcFuGZ4ZqhbNqoGzJuTrHACK6f"",""Es1YghGkHZNJ8A9r6oFEHbWsRHbqs4rz6gfkRJ9V4bYf"",""RTp26f9wY2fXxeWRE7FkS9iVrsuxgdUJfDYH8GgoBH9"",""AHM1d6gsDvjwdxf3ox9WXpWXgzeESKT2Ho7gNBqAAjF9"",""C1MYi7ALTM4tigu8azYgCHVER4gCoV6ZH73i4Cws5B8B""]","Grim #3878","[0,20,28,26,26]","GRIM","https://arweave.net/qreLN5iW1wKTxAByXPFdumLQICUgQiSfr-12x-3WLRs","[1,0,0,0,0]",true,"9UPGgzCdNMZgAnkaoHKS6XzMEPpHH3TvAbSrgKMwsDJX",true,"Es1YghGkHZNJ8A9r6oFEHbWsRHbqs4rz6gfkRJ9V4bYf","https://explorer.solana.com/address/9UPGgzCdNMZgAnkaoHKS6XzMEPpHH3TvAbSrgKMwsDJX","Grim #3878","GRIM","The Grim Syndicate is a collection of 10,000 generated Grims that do the dirty work of playing afterlife janitors across all planes of existence; in fetching those stubborn Souls who vacate their living vessels but aren’t ready to move on to the Ethereal Realm. What you call a haunting, these Reaper Agents call “all in a day’s work”.",500,"https://grimsyndicate.com","[{""trait_type"":""Background"",""value"":""Purple""},{""trait_type"":""Arsenal Back"",""value"":""None""},{""trait_type"":""Base"",""value"":""Green - Side Open""},{""trait_type"":""Outfit"",""value"":""Royal""},{""trait_type"":""Outerwear"",""value"":""None""},{""trait_type"":""Decoration"",""value"":""None""},{""trait_type"":""Nose"",""value"":""Piercing (Studded Hoop)""},{""trait_type"":""Arsenal Front"",""value"":""None""},{""trait_type"":""Eyes"",""value"":""Feminine""},{""trait_type"":""Headwear"",""value"":""Dad Hat""},{""trait_type"":""ID"",""value"":3878},{""trait_type"":""Rank"",""value"":6002}]","Grim Syndicate","Grim Syndicate","[{""uri"":""https://www.arweave.net/D9iAsiwh6yw-USNJiep8qqjG2QFPNANZOYHPHbok6yY?ext=png"",""type"":""image/png""}]",,,"[{""address"":""Es1YghGkHZNJ8A9r6oFEHbWsRHbqs4rz6gfkRJ9V4bYf"",""share"":20},{""address"":""RTp26f9wY2fXxeWRE7FkS9iVrsuxgdUJfDYH8GgoBH9"",""share"":28},{""address"":""AHM1d6gsDvjwdxf3ox9WXpWXgzeESKT2Ho7gNBqAAjF9"",""share"":26},{""address"":""C1MYi7ALTM4tigu8azYgCHVER4gCoV6ZH73i4Cws5B8B"",""share"":26}]","https://www.arweave.net/D9iAsiwh6yw-USNJiep8qqjG2QFPNANZOYHPHbok6yY?ext=png"
"[""Bhr9iWx7vAZ4JDD5DVSdHxQLqG9RvCLCSXvu6yC4TF6c"",""4cUyDakNPeMEZtJPDJGNujWLGF1XNH7WbQnheUEfD2xX"",""3K4ivsHb5HEz2PWKtBEPCT99eSvLb27Bucd22kq43Udq"",""5awsmonFXxL4xCNQTYVgw8zGWXEzAcoTbirxYEYqxwh3"",""3bDeiqroEHSuWM5AenRNDevoNWpC1FtWvdxdfRt6D4Hg""]","SKULL #2160","[0,48,3,48,1]","SKULL","https://arweave.net/TyPKpuqJ5t5fx2cIdq95NJ46anydM0cUISUBuYzNeto","[1,0,0,0,0]",true,"GDv18dsyHZvfsGmCjVN7qaw4bFwemN1yccHe6ARz8s83",true,"skU11A6Br8HjAWgwFScGgsqzSyG7qQir4AinHa94pRf","https://explorer.solana.com/address/GDv18dsyHZvfsGmCjVN7qaw4bFwemN1yccHe6ARz8s83","SKULL #2160","SKULL","6,666 algorithmically generated, unique and spooky skulls.",800,"https://skeletoncrew.rip/skulls/2160","[{""trait_type"":""Background"",""value"":""Grey""},{""trait_type"":""Neck"",""value"":""None""},{""trait_type"":""Skull"",""value"":""Brains""},{""trait_type"":""Lines"",""value"":""None""},{""trait_type"":""Expression"",""value"":""Fearsome""},{""trait_type"":""Face"",""value"":""Cleaver""},{""trait_type"":""Eyes"",""value"":""Dead Xs""},{""trait_type"":""Headgear"",""value"":""None""},{""trait_type"":""Extras"",""value"":""None""},{""trait_type"":""Name"",""value"":""Dante the Gravecrawler""}]","First Shift","Skeleton Crew Skulls","[{""uri"":""https://www.arweave.net/h1zd488SlZDYp7NdA5G-KbC-ky7R8fImiX5oEtSt5zk?ext=png"",""type"":""image/png""}]","image",,"[{""address"":""4cUyDakNPeMEZtJPDJGNujWLGF1XNH7WbQnheUEfD2xX"",""share"":48},{""address"":""3K4ivsHb5HEz2PWKtBEPCT99eSvLb27Bucd22kq43Udq"",""share"":3},{""address"":""5awsmonFXxL4xCNQTYVgw8zGWXEzAcoTbirxYEYqxwh3"",""share"":48},{""address"":""3bDeiqroEHSuWM5AenRNDevoNWpC1FtWvdxdfRt6D4Hg"",""share"":1}]","https://www.arweave.net/h1zd488SlZDYp7NdA5G-KbC-ky7R8fImiX5oEtSt5zk?ext=png"
"[""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk""]","Crypto Cub #794","[20,40,20,20]","","https://arweave.net/GoqNH-ld0c5yfb6ZbRJt4Y6MEORwJl9mrZbkgrDutHc","[0,1,0,0]",true,"36ucDTJdvqxKR3NDxCtJrb6XVdUk9JYziHewzpZsQ9qm",true,"E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW","https://explorer.solana.com/address/36ucDTJdvqxKR3NDxCtJrb6XVdUk9JYziHewzpZsQ9qm","Crypto Cub #794","","A Cute Cub",750,"","[{""trait_type"":""background"",""value"":""elite""},{""trait_type"":""skin"",""value"":""lightbrown""},{""trait_type"":""clothes"",""value"":""king""},{""trait_type"":""mouth"",""value"":""frown""},{""trait_type"":""eyes"",""value"":""so sad""},{""trait_type"":""hat"",""value"":""greenvisor""}]",,,"[{""uri"":""https://www.arweave.net/2PHolYpTUFkb4oSngoXa9w8HCG5ezbAjhw8vahq8Z-0?ext=png"",""type"":""image/png""}]",,,"[{""address"":""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""verified"":false,""share"":20},{""address"":""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""verified"":true,""share"":40},{""address"":""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""verified"":false,""share"":20},{""address"":""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk"",""verified"":false,""share"":20}]","https://www.arweave.net/2PHolYpTUFkb4oSngoXa9w8HCG5ezbAjhw8vahq8Z-0?ext=png"
"[""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk""]","Crypto Cub #6018","[20,40,20,20]","","https://arweave.net/9OPcvT7mX3Yv8b7TTxyUTn6oy_3jVjKKQG5hl0VWuMQ","[0,1,0,0]",true,"9rVJneU7QBmoN6d6YYszJLHPc8cB4EHNH6eXK7ZHHbDS",true,"E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW","https://explorer.solana.com/address/9rVJneU7QBmoN6d6YYszJLHPc8cB4EHNH6eXK7ZHHbDS","Crypto Cub #6018","","A Cute Cub",750,"","[{""trait_type"":""background"",""value"":""superb""},{""trait_type"":""skin"",""value"":""dalmation""},{""trait_type"":""clothes"",""value"":""life jacket""},{""trait_type"":""mouth"",""value"":""brownbeard""},{""trait_type"":""eyes"",""value"":""angry eyes""},{""trait_type"":""hat"",""value"":""russian""}]",,,"[{""uri"":""https://www.arweave.net/78Mn1LdLE5Mc9octMkFENd_K23I3ogvzfypUJjZHAn4?ext=png"",""type"":""image/png""}]",,,"[{""address"":""5j8KoG8CAQ8AJCdMKFj6qTdmiYGwCvo8VRDs1kmtW3ZN"",""verified"":false,""share"":20},{""address"":""E4ca1QgJdpGaMfRWYcdKpMAWWurJ3YhVJHg4wXUw7pAW"",""verified"":true,""share"":40},{""address"":""w5RNKbJuQJ3EkUgYwjBMUmg2A82qph5XMUayjxeebwA"",""verified"":false,""share"":20},{""address"":""8EaHHqrKPbAqLMks2hobmCdWuPuunuZV9HsAoUM7Mnyk"",""verified"":false,""share"":20}]","https://www.arweave.net/78Mn1LdLE5Mc9octMkFENd_K23I3ogvzfypUJjZHAn4?ext=png"
